route_key,mode,o_zone_id,d_zone_id,o_x_coord,o_y_coord,d_x_coord,d_y_coord,total_distance_mile,total_distance_km,straight_line_distance_mile,straight_line_distance_km,distance_ratio,total_free_flow_travel_time,total_congestion_travel_time,volume,WKT_geometry
16_8_sov,sov,16,8,-96.7114,43.5467,-96.7114,43.5623,5,8.045,1.0765,1.73209,4.64469,5,10.5752,2200,"LINESTRING(-96.711382 43.546744,-96.711382 43.562324)"
16_9_sov,sov,16,9,-96.7114,43.5467,-96.7312,43.5486,7,11.263,1.00277,1.61345,6.98069,7,26.1883,1400,"LINESTRING(-96.711382 43.546744,-96.731438 43.545271,-96.731241 43.548596)"
16_10_sov,sov,16,10,-96.7114,43.5467,-96.7314,43.5453,4,6.436,1.00958,1.62441,3.96205,4,20.3954,4400,"LINESTRING(-96.711382 43.546744,-96.731438 43.545271)"
16_11_sov,sov,16,11,-96.7114,43.5467,-96.7468,43.5441,9,14.481,1.78499,2.87205,5.04205,9,32.9353,1400,"LINESTRING(-96.711382 43.546744,-96.731438 43.545271,-96.746841 43.544131)"
16_12_sov,sov,16,12,-96.7114,43.5467,-96.7801,43.5439,15,24.135,3.44879,5.54911,4.34935,15,46.597,700,"LINESTRING(-96.711382 43.546744,-96.731438 43.545271,-96.746841 43.544131,-96.780137 43.543941)"
16_13_sov,sov,16,13,-96.7114,43.5467,-96.7934,43.4907,18,28.962,5.6452,9.08313,3.18855,18,49.6247,600,"LINESTRING(-96.711382 43.546744,-96.731438 43.545271,-96.746841 43.544131,-96.780137 43.543941,-96.793377 43.490707)"
16_14_sov,sov,16,14,-96.7114,43.5467,-96.751,43.5293,12,19.308,2.32302,3.73774,5.16568,12,32.9299,700,"LINESTRING(-96.711382 43.546744,-96.711382 43.541280,-96.711316 43.529591,-96.731504 43.529401,-96.751035 43.529306)"
16_15_sov,sov,16,15,-96.7114,43.5467,-96.7315,43.5294,7,11.263,1.56576,2.5193,4.47068,7,20.9127,1200,"LINESTRING(-96.711382 43.546744,-96.711382 43.541280,-96.711316 43.529591,-96.731504 43.529401)"
16_17_sov,sov,16,17,-96.7114,43.5467,-96.7114,43.5413,2,3.218,0.377497,0.607393,5.29806,2,9.20395,2800,"LINESTRING(-96.711382 43.546744,-96.711382 43.541280)"
16_18_sov,sov,16,18,-96.7114,43.5467,-96.6941,43.5467,3,4.827,0.866562,1.3943,3.46196,3,3.17745,500,"LINESTRING(-96.711382 43.546744,-96.694078 43.546744)"
16_19_sov,sov,16,19,-96.7114,43.5467,-96.7113,43.5296,4,6.436,1.18513,1.90688,3.37515,4,16.5976,1300,"LINESTRING(-96.711382 43.546744,-96.711382 43.541280,-96.711316 43.529591)"
16_20_sov,sov,16,20,-96.7114,43.5467,-96.7112,43.5153,7,11.263,2.17028,3.49197,3.2254,7,7.45114,1600,"LINESTRING(-96.711382 43.546744,-96.694078 43.546744,-96.711185 43.515333)"
16_21_sov,sov,16,21,-96.7114,43.5467,-96.731,43.5105,12,19.308,2.69074,4.3294,4.45974,12,34.0685,600,"LINESTRING(-96.711382 43.546744,-96.711382 43.541280,-96.711316 43.529591,-96.731504 43.529401,-96.731241 43.514858,-96.730979 43.510485)"
16_22_sov,sov,16,22,-96.7114,43.5467,-96.7312,43.5149,10,16.09,2.4173,3.88943,4.13685,10,29.7842,1200,"LINESTRING(-96.711382 43.546744,-96.711382 43.541280,-96.711316 43.529591,-96.731504 43.529401,-96.731241 43.514858)"
16_23_sov,sov,16,23,-96.7114,43.5467,-96.7509,43.5149,14,22.526,2.96199,4.76583,4.72656,14,41.923,500,"LINESTRING(-96.711382 43.546744,-96.711382 43.541280,-96.711316 43.529591,-96.731504 43.529401,-96.731241 43.514858,-96.750904 43.514858)"
16_24_sov,sov,16,24,-96.7114,43.5467,-96.7492,43.5032,15,24.135,3.55757,5.72413,4.21636,15,45.5892,300,"LINESTRING(-96.711382 43.546744,-96.711382 43.541280,-96.711316 43.529591,-96.731504 43.529401,-96.731241 43.514858,-96.730979 43.510485,-96.749200 43.503164)"
17_1_sov,sov,17,1,-96.7114,43.5413,-96.7704,43.6128,20,32.18,5.75947,9.26698,3.47254,20,46.9912,400,"LINESTRING(-96.711382 43.541280,-96.711382 43.546744,-96.711382 43.562324,-96.711644 43.587586,-96.711251 43.605813,-96.770420 43.612828)"
17_2_sov,sov,17,2,-96.7114,43.5413,-96.7113,43.6058,14,22.526,4.45885,7.17428,3.13983,14,40.9903,200,"LINESTRING(-96.711382 43.541280,-96.711382 43.546744,-96.711382 43.562324,-96.711644 43.587586,-96.711251 43.605813)"
17_3_sov,sov,17,3,-96.7114,43.5413,-96.7743,43.573,19,30.571,3.8364,6.17277,4.95256,19,50.6411,100,"LINESTRING(-96.711382 43.541280,-96.711382 43.546744,-96.711382 43.562324,-96.711644 43.587586,-96.731569 43.564034,-96.747168 43.563654,-96.774303 43.572962)"
17_4_sov,sov,17,4,-96.7114,43.5413,-96.7472,43.5637,15,24.135,2.36667,3.80798,6.33801,15,46.3379,500,"LINESTRING(-96.711382 43.541280,-96.711382 43.546744,-96.711382 43.562324,-96.711644 43.587586,-96.731569 43.564034,-96.747168 43.563654)"
17_5_sov,sov,17,5,-96.7114,43.5413,-96.7316,43.564,13,20.917,1.86909,3.00736,6.95526,13,43.9905,200,"LINESTRING(-96.711382 43.541280,-96.711382 43.546744,-96.711382 43.562324,-96.711644 43.587586,-96.731569 43.564034)"
17_6_sov,sov,17,6,-96.7114,43.5413,-96.7116,43.5876,9,14.481,3.19946,5.14793,2.81298,9,34.3566,500,"LINESTRING(-96.711382 43.541280,-96.711382 43.546744,-96.711382 43.562324,-96.711644 43.587586)"
17_7_sov,sov,17,7,-96.7114,43.5413,-96.6934,43.5638,7,11.263,1.79979,2.89586,3.88935,7,14.4722,1000,"LINESTRING(-96.711382 43.541280,-96.711382 43.546744,-96.694078 43.546744,-96.693423 43.563844)"
17_8_sov,sov,17,8,-96.7114,43.5413,-96.7114,43.5623,7,11.263,1.454,2.33948,4.81432,7,19.8081,1400,"LINESTRING(-96.711382 43.541280,-96.711382 43.546744,-96.711382 43.562324)"
17_9_sov,sov,17,9,-96.7114,43.5413,-96.7312,43.5486,9,14.481,1.1157,1.79516,8.0667,9,35.4212,900,"LINESTRING(-96.711382 43.541280,-96.711382 43.546744,-96.731438 43.545271,-96.731241 43.548596)"
17_10_sov,sov,17,10,-96.7114,43.5413,-96.7314,43.5453,6,9.654,1.04164,1.676,5.76014,6,29.6283,3900,"LINESTRING(-96.711382 43.541280,-96.711382 43.546744,-96.731438 43.545271)"
17_11_sov,sov,17,11,-96.7114,43.5413,-96.7468,43.5441,11,17.699,1.7868,2.87497,6.15624,11,42.1682,1000,"LINESTRING(-96.711382 43.541280,-96.711382 43.546744,-96.731438 43.545271,-96.746841 43.544131)"
17_12_sov,sov,17,12,-96.7114,43.5413,-96.7801,43.5439,17,27.353,3.44841,5.54849,4.92981,17,55.8299,600,"LINESTRING(-96.711382 43.541280,-96.711382 43.546744,-96.731438 43.545271,-96.746841 43.544131,-96.780137 43.543941)"
17_13_sov,sov,17,13,-96.7114,43.5413,-96.7934,43.4907,17,27.353,5.39344,8.67804,3.15198,17,53.873,500,"LINESTRING(-96.711382 43.541280,-96.711316 43.529591,-96.731504 43.529401,-96.731241 43.514858,-96.730979 43.510485,-96.749200 43.503164,-96.793377 43.490707)"
17_14_sov,sov,17,14,-96.7114,43.5413,-96.751,43.5293,10,16.09,2.15166,3.46203,4.64756,10,23.7259,700,"LINESTRING(-96.711382 43.541280,-96.711316 43.529591,-96.731504 43.529401,-96.751035 43.529306)"
17_15_sov,sov,17,15,-96.7114,43.5413,-96.7315,43.5294,5,8.045,1.29981,2.0914,3.84671,5,11.7087,1500,"LINESTRING(-96.711382 43.541280,-96.711316 43.529591,-96.731504 43.529401)"
17_16_sov,sov,17,16,-96.7114,43.5413,-96.7114,43.5467,2,3.218,0.377497,0.607393,5.29806,2,9.23289,2800,"LINESTRING(-96.711382 43.541280,-96.711382 43.546744)"
17_18_sov,sov,17,18,-96.7114,43.5413,-96.6941,43.5467,5,8.045,0.945252,1.52091,5.28959,5,12.4103,600,"LINESTRING(-96.711382 43.541280,-96.711382 43.546744,-96.694078 43.546744)"
17_19_sov,sov,17,19,-96.7114,43.5413,-96.7113,43.5296,2,3.218,0.807636,1.29949,2.47636,2,7.39362,1700,"LINESTRING(-96.711382 43.541280,-96.711316 43.529591)"
17_20_sov,sov,17,20,-96.7114,43.5413,-96.7112,43.5153,6,9.654,1.79278,2.88459,3.34675,6,16.7471,1700,"LINESTRING(-96.711382 43.541280,-96.711316 43.529591,-96.711185 43.515333)"
17_21_sov,sov,17,21,-96.7114,43.5413,-96.731,43.5105,10,16.09,2.34334,3.77043,4.26742,10,24.8646,600,"LINESTRING(-96.711382 43.541280,-96.711316 43.529591,-96.731504 43.529401,-96.731241 43.514858,-96.730979 43.510485)"
17_22_sov,sov,17,22,-96.7114,43.5413,-96.7312,43.5149,8,12.872,2.07909,3.34525,3.84784,8,20.5803,1700,"LINESTRING(-96.711382 43.541280,-96.711316 43.529591,-96.731504 43.529401,-96.731241 43.514858)"
17_23_sov,sov,17,23,-96.7114,43.5413,-96.7509,43.5149,12,19.308,2.69312,4.33323,4.4558,12,32.7191,600,"LINESTRING(-96.711382 43.541280,-96.711316 43.529591,-96.731504 43.529401,-96.731241 43.514858,-96.750904 43.514858)"
17_24_sov,sov,17,24,-96.7114,43.5413,-96.7492,43.5032,13,20.917,3.24434,5.22015,4.00697,13,36.3852,300,"LINESTRING(-96.711382 43.541280,-96.711316 43.529591,-96.731504 43.529401,-96.731241 43.514858,-96.730979 43.510485,-96.749200 43.503164)"
18_1_sov,sov,18,1,-96.6941,43.5467,-96.7704,43.6128,18,28.962,5.95395,9.57991,3.0232,18,34.9307,100,"LINESTRING(-96.694078 43.546744,-96.693423 43.563844,-96.711382 43.562324,-96.711644 43.587586,-96.711251 43.605813,-96.770420 43.612828)"
18_4_sov,sov,18,4,-96.6941,43.5467,-96.7472,43.5637,13,20.917,2.90382,4.67225,4.47686,13,34.2774,100,"LINESTRING(-96.694078 43.546744,-96.693423 43.563844,-96.711382 43.562324,-96.711644 43.587586,-96.731569 43.564034,-96.747168 43.563654)"
18_6_sov,sov,18,6,-96.6941,43.5467,-96.7116,43.5876,7,11.263,2.95578,4.75585,2.36824,7,22.296,100,"LINESTRING(-96.694078 43.546744,-96.693423 43.563844,-96.711382 43.562324,-96.711644 43.587586)"
18_7_sov,sov,18,7,-96.6941,43.5467,-96.6934,43.5638,2,3.218,1.18196,1.90178,1.6921,2,2.06186,200,"LINESTRING(-96.694078 43.546744,-96.693423 43.563844)"
18_8_sov,sov,18,8,-96.6941,43.5467,-96.7114,43.5623,5,8.045,1.38188,2.22344,3.61827,5,7.74759,300,"LINESTRING(-96.694078 43.546744,-96.693423 43.563844,-96.711382 43.562324)"
18_9_sov,sov,18,9,-96.6941,43.5467,-96.7312,43.5486,10,16.09,1.86551,3.0016,5.36047,10,29.3681,200,"LINESTRING(-96.694078 43.546744,-96.711382 43.546744,-96.731438 43.545271,-96.731241 43.548596)"
18_10_sov,sov,18,10,-96.6941,43.5467,-96.7314,43.5453,7,11.263,1.87377,3.0149,3.73577,7,23.5752,700,"LINESTRING(-96.694078 43.546744,-96.711382 43.546744,-96.731438 43.545271)"
18_11_sov,sov,18,11,-96.6941,43.5467,-96.7468,43.5441,12,19.308,2.64858,4.26156,4.53074,12,36.1151,200,"LINESTRING(-96.694078 43.546744,-96.711382 43.546744,-96.731438 43.545271,-96.746841 43.544131)"
18_12_sov,sov,18,12,-96.6941,43.5467,-96.7801,43.5439,18,28.962,4.31428,6.94168,4.17219,18,49.7768,200,"LINESTRING(-96.694078 43.546744,-96.711382 43.546744,-96.731438 43.545271,-96.746841 43.544131,-96.780137 43.543941)"
18_13_sov,sov,18,13,-96.6941,43.5467,-96.7934,43.4907,17,27.353,6.30423,10.1435,2.6966,17,41.5998,100,"LINESTRING(-96.694078 43.546744,-96.711185 43.515333,-96.730979 43.510485,-96.749200 43.503164,-96.793377 43.490707)"
18_14_sov,sov,18,14,-96.6941,43.5467,-96.751,43.5293,15,24.135,3.09683,4.9828,4.84367,15,36.1097,100,"LINESTRING(-96.694078 43.546744,-96.711382 43.546744,-96.711382 43.541280,-96.711316 43.529591,-96.731504 43.529401,-96.751035 43.529306)"
18_15_sov,sov,18,15,-96.6941,43.5467,-96.7315,43.5294,10,16.09,2.2248,3.5797,4.49479,10,24.0925,200,"LINESTRING(-96.694078 43.546744,-96.711382 43.546744,-96.711382 43.541280,-96.711316 43.529591,-96.731504 43.529401)"
18_16_sov,sov,18,16,-96.6941,43.5467,-96.7114,43.5467,3,4.827,0.866562,1.3943,3.46196,3,3.17983,500,"LINESTRING(-96.694078 43.546744,-96.711382 43.546744)"
18_17_sov,sov,18,17,-96.6941,43.5467,-96.7114,43.5413,5,8.045,0.945252,1.52091,5.28959,5,12.3838,600,"LINESTRING(-96.694078 43.546744,-96.711382 43.546744,-96.711382 43.541280)"
18_19_sov,sov,18,19,-96.6941,43.5467,-96.7113,43.5296,7,11.263,1.46628,2.35925,4.77397,7,19.7774,300,"LINESTRING(-96.694078 43.546744,-96.711382 43.546744,-96.711382 43.541280,-96.711316 43.529591)"
18_20_sov,sov,18,20,-96.6941,43.5467,-96.7112,43.5153,4,6.436,2.33331,3.7543,1.7143,4,4.27369,400,"LINESTRING(-96.694078 43.546744,-96.711185 43.515333)"
18_21_sov,sov,18,21,-96.6941,43.5467,-96.731,43.5105,10,16.09,3.11343,5.00951,3.21189,10,12.5914,100,"LINESTRING(-96.694078 43.546744,-96.711185 43.515333,-96.730979 43.510485)"
18_22_sov,sov,18,22,-96.6941,43.5467,-96.7312,43.5149,9,14.481,2.88432,4.64087,3.12032,9,12.2,300,"LINESTRING(-96.694078 43.546744,-96.711185 43.515333,-96.731241 43.514858)"
18_23_sov,sov,18,23,-96.6941,43.5467,-96.7509,43.5149,13,20.917,3.59957,5.7917,3.61155,13,24.3388,100,"LINESTRING(-96.694078 43.546744,-96.711185 43.515333,-96.731241 43.514858,-96.750904 43.514858)"
19_1_sov,sov,19,1,-96.7113,43.5296,-96.7704,43.6128,22,35.398,6.4676,10.4064,3.40157,22,54.265,300,"LINESTRING(-96.711316 43.529591,-96.711382 43.541280,-96.711382 43.546744,-96.711382 43.562324,-96.711644 43.587586,-96.711251 43.605813,-96.770420 43.612828)"
19_2_sov,sov,19,2,-96.7113,43.5296,-96.7113,43.6058,16,25.744,5.26647,8.47375,3.03809,16,48.2641,100,"LINESTRING(-96.711316 43.529591,-96.711382 43.541280,-96.711382 43.546744,-96.711382 43.562324,-96.711644 43.587586,-96.711251 43.605813)"
19_4_sov,sov,19,4,-96.7113,43.5296,-96.7472,43.5637,17,27.353,2.9602,4.76297,5.74285,17,53.6118,200,"LINESTRING(-96.711316 43.529591,-96.711382 43.541280,-96.711382 43.546744,-96.711382 43.562324,-96.711644 43.587586,-96.731569 43.564034,-96.747168 43.563654)"
19_5_sov,sov,19,5,-96.7113,43.5296,-96.7316,43.564,15,24.135,2.58689,4.16231,5.79847,15,51.2643,100,"LINESTRING(-96.711316 43.529591,-96.711382 43.541280,-96.711382 43.546744,-96.711382 43.562324,-96.711644 43.587586,-96.731569 43.564034)"
19_6_sov,sov,19,6,-96.7113,43.5296,-96.7116,43.5876,11,17.699,4.0071,6.44742,2.74513,11,41.6304,200,"LINESTRING(-96.711316 43.529591,-96.711382 43.541280,-96.711382 43.546744,-96.711382 43.562324,-96.711644 43.587586)"
19_7_sov,sov,19,7,-96.7113,43.5296,-96.6934,43.5638,9,14.481,2.53061,4.07174,3.55646,9,21.746,400,"LINESTRING(-96.711316 43.529591,-96.711382 43.541280,-96.711382 43.546744,-96.694078 43.546744,-96.693423 43.563844)"
19_8_sov,sov,19,8,-96.7113,43.5296,-96.7114,43.5623,9,14.481,2.26163,3.63896,3.97944,9,27.0819,700,"LINESTRING(-96.711316 43.529591,-96.711382 43.541280,-96.711382 43.546744,-96.711382 43.562324)"
19_9_sov,sov,19,9,-96.7113,43.5296,-96.7312,43.5486,11,17.699,1.64934,2.65378,6.66935,11,42.695,400,"LINESTRING(-96.711316 43.529591,-96.711382 43.541280,-96.711382 43.546744,-96.731438 43.545271,-96.731241 43.548596)"
19_10_sov,sov,19,10,-96.7113,43.5296,-96.7314,43.5453,8,12.872,1.47969,2.38082,5.40654,8,36.9021,1800,"LINESTRING(-96.711316 43.529591,-96.711382 43.541280,-96.711382 43.546744,-96.731438 43.545271)"
19_11_sov,sov,19,11,-96.7113,43.5296,-96.7468,43.5441,12,19.308,2.04337,3.28778,5.87265,12,29.9127,400,"LINESTRING(-96.711316 43.529591,-96.731504 43.529401,-96.751035 43.529306,-96.746841 43.544131)"
19_12_sov,sov,19,12,-96.7113,43.5296,-96.7801,43.5439,18,28.962,3.58687,5.77128,5.0183,18,43.5744,300,"LINESTRING(-96.711316 43.529591,-96.731504 43.529401,-96.751035 43.529306,-96.746841 43.544131,-96.780137 43.543941)"
19_13_sov,sov,19,13,-96.7113,43.5296,-96.7934,43.4907,15,24.135,4.91198,7.90337,3.05376,15,46.4794,300,"LINESTRING(-96.711316 43.529591,-96.731504 43.529401,-96.731241 43.514858,-96.730979 43.510485,-96.749200 43.503164,-96.793377 43.490707)"
19_14_sov,sov,19,14,-96.7113,43.5296,-96.751,43.5293,8,12.872,1.98982,3.20162,4.02046,8,16.3323,300,"LINESTRING(-96.711316 43.529591,-96.731504 43.529401,-96.751035 43.529306)"
19_15_sov,sov,19,15,-96.7113,43.5296,-96.7315,43.5294,3,4.827,1.01136,1.62728,2.96629,3,4.31512,800,"LINESTRING(-96.711316 43.529591,-96.731504 43.529401)"
19_16_sov,sov,19,16,-96.7113,43.5296,-96.7114,43.5467,4,6.436,1.18513,1.90688,3.37515,4,16.5067,1300,"LINESTRING(-96.711316 43.529591,-96.711382 43.541280,-96.711382 43.546744)"
19_17_sov,sov,19,17,-96.7113,43.5296,-96.7114,43.5413,2,3.218,0.807636,1.29949,2.47636,2,7.27382,1700,"LINESTRING(-96.711316 43.529591,-96.711382 43.541280)"
19_18_sov,sov,19,18,-96.7113,43.5296,-96.6941,43.5467,7,11.263,1.46628,2.35925,4.77397,7,19.6842,300,"LINESTRING(-96.711316 43.529591,-96.711382 43.541280,-96.711382 43.546744,-96.694078 43.546744)"
19_20_sov,sov,19,20,-96.7113,43.5296,-96.7112,43.5153,4,6.436,0.985148,1.5851,4.0603,4,9.35345,1200,"LINESTRING(-96.711316 43.529591,-96.711185 43.515333)"
19_21_sov,sov,19,21,-96.7113,43.5296,-96.731,43.5105,8,12.872,1.6472,2.65035,4.85672,8,17.471,400,"LINESTRING(-96.711316 43.529591,-96.731504 43.529401,-96.731241 43.514858,-96.730979 43.510485)"
19_22_sov,sov,19,22,-96.7113,43.5296,-96.7312,43.5149,6,9.654,1.42576,2.29405,4.20828,6,13.1867,1200,"LINESTRING(-96.711316 43.529591,-96.731504 43.529401,-96.731241 43.514858)"
19_23_sov,sov,19,23,-96.7113,43.5296,-96.7509,43.5149,10,16.09,2.22938,3.58707,4.48556,10,25.3255,300,"LINESTRING(-96.711316 43.529591,-96.731504 43.529401,-96.731241 43.514858,-96.750904 43.514858)"
19_24_sov,sov,19,24,-96.7113,43.5296,-96.7492,43.5032,11,17.699,2.63387,4.2379,4.17636,11,28.9916,100,"LINESTRING(-96.711316 43.529591,-96.731504 43.529401,-96.731241 43.514858,-96.730979 43.510485,-96.749200 43.503164)"
20_1_sov,sov,20,1,-96.7112,43.5153,-96.7704,43.6128,22,35.398,7.3602,11.8426,2.98905,22,39.2038,300,"LINESTRING(-96.711185 43.515333,-96.694078 43.546744,-96.693423 43.563844,-96.711382 43.562324,-96.711644 43.587586,-96.711251 43.605813,-96.770420 43.612828)"
20_2_sov,sov,20,2,-96.7112,43.5153,-96.7113,43.6058,16,25.744,6.2516,10.0588,2.55935,16,33.2029,100,"LINESTRING(-96.711185 43.515333,-96.694078 43.546744,-96.693423 43.563844,-96.711382 43.562324,-96.711644 43.587586,-96.711251 43.605813)"
20_4_sov,sov,20,4,-96.7112,43.5153,-96.7472,43.5637,17,27.353,3.79403,6.1046,4.48072,17,38.5506,300,"LINESTRING(-96.711185 43.515333,-96.694078 43.546744,-96.693423 43.563844,-96.711382 43.562324,-96.711644 43.587586,-96.731569 43.564034,-96.747168 43.563654)"
20_5_sov,sov,20,5,-96.7112,43.5153,-96.7316,43.564,15,24.135,3.51636,5.65783,4.26577,15,36.2031,100,"LINESTRING(-96.711185 43.515333,-96.694078 43.546744,-96.693423 43.563844,-96.711382 43.562324,-96.711644 43.587586,-96.731569 43.564034)"
20_6_sov,sov,20,6,-96.7112,43.5153,-96.7116,43.5876,11,17.699,4.99224,8.03252,2.20342,11,26.5692,300,"LINESTRING(-96.711185 43.515333,-96.694078 43.546744,-96.693423 43.563844,-96.711382 43.562324,-96.711644 43.587586)"
20_7_sov,sov,20,7,-96.7112,43.5153,-96.6934,43.5638,6,9.654,3.46782,5.57972,1.73019,6,6.335,500,"LINESTRING(-96.711185 43.515333,-96.694078 43.546744,-96.693423 43.563844)"
20_8_sov,sov,20,8,-96.7112,43.5153,-96.7114,43.5623,9,14.481,3.24677,5.22405,2.77199,9,12.0207,900,"LINESTRING(-96.711185 43.515333,-96.694078 43.546744,-96.693423 43.563844,-96.711382 43.562324)"
20_9_sov,sov,20,9,-96.7112,43.5153,-96.7312,43.5486,14,22.526,2.50826,4.0358,5.58155,14,33.6413,600,"LINESTRING(-96.711185 43.515333,-96.694078 43.546744,-96.711382 43.546744,-96.731438 43.545271,-96.731241 43.548596)"
20_10_sov,sov,20,10,-96.7112,43.5153,-96.7314,43.5453,11,17.699,2.30391,3.70699,4.7745,11,27.8484,2500,"LINESTRING(-96.711185 43.515333,-96.694078 43.546744,-96.711382 43.546744,-96.731438 43.545271)"
20_11_sov,sov,20,11,-96.7112,43.5153,-96.7468,43.5441,16,25.744,2.67382,4.30217,5.98396,16,40.3883,600,"LINESTRING(-96.711185 43.515333,-96.694078 43.546744,-96.711382 43.546744,-96.731438 43.545271,-96.746841 43.544131)"
20_12_sov,sov,20,12,-96.7112,43.5153,-96.7801,43.5439,16,25.744,3.97966,6.40327,4.02044,16,40.3549,500,"LINESTRING(-96.711185 43.515333,-96.730979 43.510485,-96.749200 43.503164,-96.793377 43.490707,-96.780137 43.543941)"
20_13_sov,sov,20,13,-96.7112,43.5153,-96.7934,43.4907,13,20.917,4.45675,7.17092,2.91692,13,37.3261,600,"LINESTRING(-96.711185 43.515333,-96.730979 43.510485,-96.749200 43.503164,-96.793377 43.490707)"
20_14_sov,sov,20,14,-96.7112,43.5153,-96.751,43.5293,12,19.308,2.21769,3.56827,5.41102,12,25.6327,500,"LINESTRING(-96.711185 43.515333,-96.711316 43.529591,-96.731504 43.529401,-96.751035 43.529306)"
20_15_sov,sov,20,15,-96.7112,43.5153,-96.7315,43.5294,7,11.263,1.40749,2.26465,4.9734,7,13.6155,1100,"LINESTRING(-96.711185 43.515333,-96.711316 43.529591,-96.731504 43.529401)"
20_16_sov,sov,20,16,-96.7112,43.5153,-96.7114,43.5467,7,11.263,2.17028,3.49197,3.2254,7,7.45298,1600,"LINESTRING(-96.711185 43.515333,-96.694078 43.546744,-96.711382 43.546744)"
20_17_sov,sov,20,17,-96.7112,43.5153,-96.7114,43.5413,6,9.654,1.79278,2.88459,3.34675,6,16.5742,1700,"LINESTRING(-96.711185 43.515333,-96.711316 43.529591,-96.711382 43.541280)"
20_18_sov,sov,20,18,-96.7112,43.5153,-96.6941,43.5467,4,6.436,2.33331,3.7543,1.7143,4,4.27314,400,"LINESTRING(-96.711185 43.515333,-96.694078 43.546744)"
20_19_sov,sov,20,19,-96.7112,43.5153,-96.7113,43.5296,4,6.436,0.985148,1.5851,4.0603,4,9.3004,1200,"LINESTRING(-96.711185 43.515333,-96.711316 43.529591)"
20_21_sov,sov,20,21,-96.7112,43.5153,-96.731,43.5105,6,9.654,1.0469,1.68446,5.73123,6,8.31768,1200,"LINESTRING(-96.711185 43.515333,-96.730979 43.510485)"
20_22_sov,sov,20,22,-96.7112,43.5153,-96.7312,43.5149,5,8.045,1.00549,1.61783,4.97271,5,7.92634,2400,"LINESTRING(-96.711185 43.515333,-96.731241 43.514858)"
20_23_sov,sov,20,23,-96.7112,43.5153,-96.7509,43.5149,9,14.481,1.99047,3.20267,4.52155,9,20.0651,700,"LINESTRING(-96.711185 43.515333,-96.731241 43.514858,-96.750904 43.514858)"
20_24_sov,sov,20,24,-96.7112,43.5153,-96.7492,43.5032,9,14.481,2.0823,3.35043,4.32213,9,19.8383,400,"LINESTRING(-96.711185 43.515333,-96.730979 43.510485,-96.749200 43.503164)"
21_1_sov,sov,21,1,-96.731,43.5105,-96.7704,43.6128,18,28.962,7.34183,11.813,2.4517,18,40.0699,100,"LINESTRING(-96.730979 43.510485,-96.749200 43.503164,-96.793377 43.490707,-96.780137 43.543941,-96.774303 43.572962,-96.770420 43.612828)"
21_4_sov,sov,21,4,-96.731,43.5105,-96.7472,43.5637,18,28.962,3.76206,6.05316,4.78461,18,40.3648,200,"LINESTRING(-96.730979 43.510485,-96.749200 43.503164,-96.793377 43.490707,-96.780137 43.543941,-96.774303 43.572962,-96.747168 43.563654)"
21_5_sov,sov,21,5,-96.731,43.5105,-96.7316,43.564,19,30.571,3.7,5.9533,5.13513,19,43.1232,100,"LINESTRING(-96.730979 43.510485,-96.731241 43.514858,-96.731504 43.529401,-96.731438 43.545271,-96.731241 43.548596,-96.731569 43.564034)"
21_6_sov,sov,21,6,-96.731,43.5105,-96.7116,43.5876,17,27.353,5.41447,8.71188,3.13974,17,34.7518,100,"LINESTRING(-96.730979 43.510485,-96.711185 43.515333,-96.694078 43.546744,-96.693423 43.563844,-96.711382 43.562324,-96.711644 43.587586)"
21_7_sov,sov,21,7,-96.731,43.5105,-96.6934,43.5638,12,19.308,4.13894,6.65956,2.89929,12,14.5176,200,"LINESTRING(-96.730979 43.510485,-96.711185 43.515333,-96.694078 43.546744,-96.693423 43.563844)"
21_8_sov,sov,21,8,-96.731,43.5105,-96.7114,43.5623,15,24.135,3.71382,5.97554,4.03896,15,20.2033,400,"LINESTRING(-96.730979 43.510485,-96.711185 43.515333,-96.694078 43.546744,-96.693423 43.563844,-96.711382 43.562324)"
21_9_sov,sov,21,9,-96.731,43.5105,-96.7312,43.5486,14,22.526,2.6333,4.23697,5.31653,14,33.0498,300,"LINESTRING(-96.730979 43.510485,-96.731241 43.514858,-96.731504 43.529401,-96.731438 43.545271,-96.731241 43.548596)"
21_10_sov,sov,21,10,-96.731,43.5105,-96.7314,43.5453,11,17.699,2.4036,3.8674,4.57646,11,27.2569,1200,"LINESTRING(-96.730979 43.510485,-96.731241 43.514858,-96.731504 43.529401,-96.731438 43.545271)"
21_11_sov,sov,21,11,-96.731,43.5105,-96.7468,43.5441,13,20.917,2.45676,3.95293,5.29152,13,37.7249,400,"LINESTRING(-96.730979 43.510485,-96.749200 43.503164,-96.750904 43.514858,-96.751035 43.529306,-96.746841 43.544131)"
21_12_sov,sov,21,12,-96.731,43.5105,-96.7801,43.5439,10,16.09,3.37756,5.4345,2.96072,10,32.0373,300,"LINESTRING(-96.730979 43.510485,-96.749200 43.503164,-96.793377 43.490707,-96.780137 43.543941)"
21_13_sov,sov,21,13,-96.731,43.5105,-96.7934,43.4907,7,11.263,3.4128,5.4912,2.0511,7,29.0084,600,"LINESTRING(-96.730979 43.510485,-96.749200 43.503164,-96.793377 43.490707)"
